"Al","Ba","Ca","Cr","Fe","K","Mg","Mn","Na","Nb","P","Si","Sr","Ti","V","Y","Zn","Zr","LOI"
14660,219,1901,20,5036,8119,663,341,2374,6,563,425650,39,1697,28,11,27,341,3.18
21382,156,111779,24,9163,8111,2593,194,593,6,755,286540,229,1445,29,18,28,161,15.33
68538,322,7061,105,38609,15250,10372,1673,6454,16,1379,291168,81,4538,127,39,114,234,12.17
26251,262,2995,41,10491,9804,1689,232,2671,9,305,404662,55,2380,34,18,21,373,4.07
28527,329,4624,22,10701,15441,2111,441,5638,7,807,396762,78,1607,24,17,36,264,3.88
87538,404,4939,111,46862,22887,10613,774,5267,20,925,265599,107,5731,138,35,124,224,12.49
60229,377,69869,60,25319,19085,7659,434,3264,11,541,258961,77,2914,70,28,69,190,14.78
24981,185,1572,58,12450,6068,1085,395,2819,11,502,405784,36,3627,41,23,29,399,4.24
13337,210,6196,6,4546,8028,663,217,2671,2,502,409570,46,725,12,9,18,162,6.5
33978,365,47635,39,14268,12452,2412,310,4822,7,1161,328797,94,2026,35,17,69,182,11.01
17571,124,7990,28,11611,5064,1266,186,742,9,358,409149,26,2458,31,17,24,259,4.71
70285,408,2752,120,38119,19035,6633,1619,3190,18,1322,299722,68,5228,122,33,96,367,11.26
31438,347,2373,26,10631,17749,2171,302,3413,8,428,394425,63,2266,30,16,25,324,4.18
9527,163,2501,14,1679,5728,302,116,1187,3,585,429576,25,564,10,7,22,137,4.5
98705,561,8869,172,55115,21501,13387,1138,6899,19,1061,241012,119,6265,157,37,120,187,13.12
89073,173,8634,169,68195,6890,23941,1611,16914,11,550,235636,119,7410,244,25,86,166,12.84
36518,235,2487,77,22382,9364,1809,356,3338,16,716,380168,46,5174,70,31,39,565,5.05
66474,442,13043,103,33853,19019,9528,891,8680,17,1100,302433,101,5228,97,40,77,349,9.44
32284,353,3666,27,11471,18205,2834,418,4525,8,371,396014,68,1990,27,19,28,258,3.11
37947,176,5167,59,23501,6649,1387,534,1706,13,698,371567,32,4035,76,79,60,398,6.82
71502,346,81833,58,30565,22464,6633,372,2300,14,799,212030,144,3879,76,29,92,189,19.85
57688,575,779,55,30705,19160,6272,287,445,15,327,353758,27,4748,81,35,68,480,4.32
66580,421,9813,79,32943,16155,9106,697,12092,16,1331,316503,131,4886,91,31,95,203,7.09
14184,188,1351,14,4686,8119,784,85,2522,4,628,429296,33,893,13,9,15,164,2.77
79546,662,15802,76,43155,19716,13568,1595,15802,13,2008,246153,202,5845,125,27,276,185,15.15
14131,142,16045,13,13219,4192,2171,124,2967,8,1414,58523,128,737,12,28,6,71,78.84
72190,616,14215,101,36720,21567,13749,589,14244,17,633,289625,129,5264,114,27,73,244,8.97
65945,295,25479,102,40078,9231,17548,790,18917,13,1052,299114,218,4946,110,30,84,238,6.2
48109,278,168169,45,22382,14328,14533,201,2893,11,314,163884,171,3016,65,21,35,176,23.6
31014,181,2158,51,20004,8185,1689,426,1261,15,746,394238,60,4922,74,31,51,499,3.92
35407,655,221700,61,18395,7388,10071,542,890,10,572,116626,813,1918,66,16,51,73,31.08
33978,238,2337,38,12940,10244,1689,116,2745,18,371,393350,60,5420,58,35,33,534,4.15
76741,547,4045,42,24760,31023,6211,782,11796,15,1418,308650,96,3423,63,20,105,187,7.79
48426,265,50615,69,29026,10709,3679,960,3116,12,532,301218,85,2836,73,31,65,251,11.84
34348,239,686,36,23221,9613,1628,573,593,13,489,382178,80,4316,61,28,33,381,5.75
68168,511,5017,75,36231,18471,5789,589,8309,20,1868,283081,120,5318,106,24,97,316,14.67
30591,170,922,16,9652,11124,1085,271,890,9,768,391948,25,2338,30,19,37,211,6.49
40435,202,191683,38,15947,12917,8443,186,2967,12,288,155891,818,2248,53,17,33,114,25.69
48426,358,6668,86,22172,15017,5669,697,8086,12,541,351140,85,3735,64,28,66,366,6.66
25404,305,2158,29,8393,13548,1749,341,4154,10,332,410739,55,2134,23,13,25,309,2.69
79229,695,9377,79,47492,24315,9950,480,13799,17,877,272283,173,4358,96,33,91,315,10.88
29373,328,3738,51,10631,13332,2050,558,4748,10,559,395266,69,3063,34,24,27,403,4.34
39482,484,8312,18,15457,17956,2774,821,10979,9,1117,359554,122,2530,39,17,43,333,7.16
31543,321,4388,36,14198,15955,3136,333,4080,8,471,391246,60,2290,40,19,35,327,3.98
58006,361,5096,94,31614,15300,5488,1022,6232,17,1126,331788,73,5318,95,39,74,463,7.68
59011,562,12014,16,11051,17574,2352,279,19585,6,964,346933,214,1385,23,15,30,254,5.53
37524,431,4353,26,12170,21219,2533,534,5193,10,598,376429,83,2968,29,24,33,461,5.43
40276,191,75544,72,24760,8235,3498,705,964,13,676,279248,63,3711,79,34,59,368,15.54
58006,510,8062,98,30285,22289,8744,1146,6603,17,860,322019,79,4622,99,39,60,461,8.2
90343,717,1494,76,41966,30367,7960,1464,6973,21,877,290046,60,5659,101,35,122,286,7.07
20006,256,2780,25,6785,9347,1025,132,3561,7,354,406438,47,2116,19,17,18,377,5.53
52819,559,10320,37,14758,16603,4161,232,18101,8,598,336743,178,2428,53,11,23,187,8.5
59911,502,29646,65,31265,20264,9829,534,10312,13,930,299535,220,3903,90,27,63,243,9.11
58747,391,36779,46,24620,19757,15920,496,13502,12,790,302340,146,3189,63,24,70,136,7.61
89020,404,2744,55,36091,21659,8563,418,5416,13,1061,274948,68,4077,91,31,88,218,12.81
34084,288,3259,77,15388,11672,2111,844,5786,13,860,385450,63,4706,54,36,72,631,4.58
78065,571,24393,61,32314,20040,11458,689,21514,15,868,298553,240,4502,95,32,67,308,4.72
40170,359,169813,49,21752,13598,17548,434,1410,11,842,154068,537,2572,61,19,59,132,26.77
43875,378,6497,89,21682,17798,3859,705,6973,15,1004,359087,79,4706,71,35,64,630,5.73
70285,763,15580,32,27068,24622,5970,674,26484,9,1130,310566,255,3183,56,20,43,229,5.53
42605,244,3824,66,26578,5761,3075,325,3042,12,1113,336977,61,4131,90,21,123,309,12.68
56471,476,10142,59,45953,15848,8322,929,12686,15,1458,277892,134,3339,72,29,113,175,15.6
95794,2018,30625,38,27977,25510,6995,1394,24259,13,668,274574,880,4107,105,20,49,252,5.78
43028,240,76759,68,21053,12054,8623,674,6306,9,1222,252884,267,2362,82,23,72,150,19.11
94260,594,4188,19,27488,35165,5126,387,7048,22,1545,273078,118,4394,43,25,87,341,11.78
70761,437,5646,100,33923,20845,8020,790,8531,16,724,303789,101,4802,101,33,77,254,9.63
15772,273,2430,19,5036,8476,784,349,2151,6,655,422004,47,1613,20,13,33,284,3.64
68220,431,12450,100,32943,19376,10553,596,8235,16,1986,289952,107,5012,94,38,100,304,11.73
78488,466,2459,85,42036,19243,3920,1371,4674,16,1641,272704,79,5402,114,32,60,241,15.18
20217,274,2673,26,6225,10476,1025,418,3858,8,519,419667,69,1894,20,13,31,350,2.51
78065,614,14759,55,44344,15225,13267,1696,22627,10,2160,254240,123,5414,122,39,135,200,13.31
18683,240,1737,21,6225,9995,1025,287,3338,6,594,421910,43,1541,21,11,24,286,2.68
72613,1016,7054,8,15737,31155,2472,279,20327,14,519,338052,288,2626,39,17,50,285,2.96
74942,363,47470,99,34622,12867,9769,898,2819,25,999,245218,146,3459,105,36,66,255,16.87
44986,279,31475,70,23711,14976,8081,589,5935,12,738,315475,132,3075,60,25,105,305,11.02
57530,382,4474,106,25250,15399,6392,774,11202,13,746,338005,90,4233,75,28,84,287,6.92
67850,718,20548,42,27278,23767,7297,527,23814,10,890,307575,255,3129,59,24,53,267,6.19
63245,353,21127,107,33783,11232,16885,511,29229,7,650,308743,179,3777,104,18,34,186,4.97
70443,670,13887,34,24620,20936,6030,519,19214,19,1043,325805,342,3399,77,20,56,190,4.2
65257,674,25672,66,40357,16180,10794,751,16469,13,4417,256624,304,5180,108,30,78,372,15.11
74307,842,6933,114,43785,23543,9287,1100,9422,26,1641,296403,108,6511,128,37,92,318,7.67
63616,741,6011,74,28817,17782,6272,635,7419,15,528,315708,129,3987,107,36,79,432,10.11
70708,300,38894,128,58053,8036,9287,2285,2003,14,738,246434,199,4155,165,27,108,147,15.83
56789,667,10456,26,7344,15308,2774,147,23368,4,838,346279,243,1361,25,7,22,106,6.57
69967,911,19111,42,35391,15109,9226,759,22552,14,1536,289672,428,5042,86,28,102,324,9
83357,952,2694,75,38888,22638,5126,1046,5045,17,895,297431,104,5018,104,37,90,218,8.89
67003,426,40867,104,34552,15773,10191,798,7419,17,655,271068,122,5120,92,38,70,326,12.64
35195,205,71970,25,13779,14386,2714,248,445,8,314,306453,68,2008,36,24,33,160,12.73
28368,358,2959,44,10771,13938,1749,558,4229,9,764,398959,68,2932,35,24,31,634,3.86
45463,458,965,14,8323,30666,1447,240,4377,9,498,382599,54,2530,20,27,29,391,2.91
12755,196,965,15,4127,7355,844,248,1261,6,297,436588,23,773,14,9,116,121,1.94
77376,288,3566,38,19025,32558,2292,1990,10386,81,864,310800,64,3016,44,26,133,767,8.74
77271,428,84263,107,44974,15657,6392,2385,1261,16,1309,173326,133,3855,115,35,112,155,25.22
28315,274,2137,42,20773,8941,1327,1580,1261,9,1026,390405,38,2362,68,24,71,324,5.3
20006,285,1937,28,6365,11066,1025,465,2819,7,480,418451,48,2500,20,15,17,796,2.82
64992,326,66210,152,35042,15648,15619,945,5935,13,864,238581,263,3735,104,28,93,138,15.79
34666,240,1572,25,10491,15939,2050,186,3264,7,642,393630,45,1505,21,13,45,91,4.26
71502,510,8841,63,22452,19915,6754,434,16172,10,580,329498,154,3273,71,30,56,238,4.9
48956,236,77902,72,26509,12593,8623,604,1113,15,716,269479,108,3927,91,29,62,262,14.02
25616,192,181105,30,13219,6907,41670,240,1706,5,319,78576,1179,1391,48,13,33,76,28.67
56471,413,9856,99,27977,16279,6694,751,5712,15,585,325197,117,4730,81,38,57,472,9.19
58747,546,14537,34,18255,15167,4704,349,20475,8,1196,332162,235,2542,51,15,46,235,6.84
54037,373,25844,50,52457,10817,12603,736,12982,8,1178,293271,138,9430,124,31,58,250,8.59
28262,274,1186,50,13499,10518,1206,294,2374,18,345,401577,44,5432,45,35,35,550,3.6
53931,519,15009,31,11261,15806,4101,240,17582,8,829,310239,223,2104,35,19,33,252,13.91
64939,619,13894,47,23641,21584,7176,604,20549,10,624,323748,217,3525,64,20,43,299,5.47
17095,213,1336,20,5595,8941,844,201,2745,6,445,425697,36,1367,16,11,18,269,2.66
66315,434,3867,199,30985,16885,5849,697,5341,15,829,319448,80,5378,92,37,80,291,8.99
62663,576,15116,56,21822,18346,6875,372,18621,13,1296,269946,211,4107,63,26,41,269,18
20429,262,2087,23,6365,11107,1206,341,3338,7,532,415927,44,1805,18,13,27,295,3.36
80076,139,4188,15,14198,38154,1327,682,18398,20,1484,303789,36,1535,18,21,103,105,9.09
47156,252,2573,62,26019,10526,2472,434,3413,13,738,348756,47,4251,73,27,71,286,9.11
70285,640,7276,88,34832,19376,9407,743,11944,15,371,309772,107,5156,89,27,38,252,7.6
74095,751,16431,29,31754,18736,9528,875,11425,14,598,303415,449,4137,99,28,85,275,7.55
13496,166,1351,23,5036,6641,663,318,2226,6,803,429389,32,1133,30,9,26,217,2.92
19953,259,2294,28,9442,9157,1085,565,3116,7,511,414665,44,1745,20,15,28,298,3.52
57212,207,20105,90,38469,5911,11699,488,16618,15,2156,223623,196,5641,133,20,88,200,26.42
63404,545,14787,47,26998,22480,7176,395,14244,10,764,286540,138,2638,72,30,63,180,14.02
63669,346,4803,107,33923,17416,8804,1123,5267,14,663,309585,80,4125,100,23,96,197,10.71
65521,540,12915,44,30076,21335,7056,511,14689,27,1117,294627,148,4928,89,37,92,369,11.3
18788,237,302033,31,9792,4333,8443,333,593,8,279,61375,1151,1127,34,13,30,53,37.11
32443,295,14680,21,9582,9082,2171,163,10089,5,1658,180852,184,815,24,20,19,94,48.24
44775,354,79618,75,31125,10784,3618,2471,3264,15,1702,248257,96,3975,100,76,97,324,18.58
62081,614,10699,23,16716,24564,3377,325,18621,15,476,335902,183,2320,36,24,41,423,5.66
4499,60,143,10,1399,1685,181,46,297,2,327,435513,10,713,10,10,7,212,5.21
72031,341,45419,194,37629,18795,19719,705,6454,13,711,210581,233,3705,108,27,92,121,20.5
61658,406,17860,98,30985,17757,10493,805,8902,15,903,301498,112,4934,95,38,71,369,10.32
44616,244,5918,62,24060,10053,4885,1286,4896,13,1187,353290,66,3429,71,32,64,231,7.8
57424,311,17603,66,32174,12236,9407,573,15431,15,1039,311642,204,4904,96,24,50,270,8.93
62610,514,4674,23,18745,27304,3980,333,11128,14,1471,329217,91,5090,37,29,54,354,7.47
69967,674,10642,96,29026,26565,6151,883,16321,19,1183,297805,168,3867,75,27,95,277,9.66
26992,170,9720,549,13779,6201,2050,147,4229,8,471,396388,49,1834,46,13,27,178,4.42
32814,116,21934,26,22732,4101,5246,403,8976,4,2418,128359,238,2218,75,20,41,58,56.27
69332,419,2602,227,33433,18238,9709,1015,9496,17,777,310333,74,5581,95,26,102,282,8.75
59700,427,84192,44,28257,18512,7900,604,7641,13,842,242975,174,3687,80,34,73,236,15.04
33925,342,5932,54,13569,14270,2955,403,4822,10,602,375213,80,3393,40,28,29,580,6.69
51549,320,6997,79,23431,15798,6030,1061,11202,9,1100,334686,76,2380,70,24,65,160,8.91
65786,439,19669,176,44974,11531,16583,1557,22256,7,580,298647,187,3723,106,13,41,172,6.11
32231,232,20312,75,20913,11132,3920,465,2893,12,1218,352028,82,3573,66,26,69,408,9.12
68326,644,16181,78,33153,19542,12061,573,22033,11,1196,304537,219,3999,90,20,70,243,6.34
19424,164,185322,23,15947,7662,3920,248,593,6,493,190014,348,1625,31,15,32,153,25.04
63722,822,14666,16,16996,22289,4885,418,22478,11,1026,303461,284,2548,41,26,42,241,11.05
58853,402,5532,48,27208,20123,5307,372,9199,19,685,329217,87,4544,92,43,43,287,8.03
62505,523,25265,96,25879,26083,23398,651,10312,10,886,279482,209,2596,82,24,78,115,11.45
24769,196,2230,29,6645,7380,1628,186,8976,7,279,417236,58,2092,20,10,18,134,1.89
64251,450,22213,115,38259,11971,12664,914,16024,12,1545,265038,214,4832,108,28,71,197,15.28
77641,541,2987,80,41406,22348,6694,829,3783,20,1279,295749,48,5288,83,31,112,295,9.79
76583,485,4317,120,25529,26415,12121,217,20475,15,1274,274574,107,4622,123,15,75,204,13.22
52131,367,100273,212,33223,13673,9407,1200,3635,10,3587,202261,194,3034,80,24,159,130,22.37
75207,486,3774,101,36161,17035,8744,666,9199,16,855,284577,76,5372,115,34,84,277,13.02
17201,247,2237,29,4476,9397,784,186,2819,6,393,421723,53,2182,20,15,20,457,3.32
49273,375,7018,73,24620,13033,6091,527,3042,13,441,329124,81,3615,73,26,54,251,11.77
29956,337,2730,36,11121,16180,2472,379,4303,8,607,394612,58,2422,30,17,39,309,4.23
72031,1017,14165,5,31684,34310,1689,697,28413,23,1471,299488,212,4706,16,39,105,894,5.92
87909,559,20555,116,46163,21833,14171,937,6009,17,624,252931,100,5497,128,35,102,246,12.46
79494,620,8884,67,27208,32235,8020,387,15060,16,1575,305752,151,3771,62,28,116,292,5.79
32866,137,191254,40,18815,11846,45951,356,742,7,493,95077,92,2086,50,17,35,101,34.02
43610,412,11978,64,18745,17765,4523,488,5712,13,812,336883,101,3897,55,30,39,542,10.46
75842,511,26008,182,50359,12203,20021,674,22107,13,624,268403,233,6049,160,21,65,221,8.05
34243,173,101416,116,20563,8102,51198,658,3190,8,615,182535,104,2506,63,20,55,121,26.53
53507,210,87265,110,42945,10775,5548,1061,1410,16,1733,208712,85,3969,130,76,154,233,22.77
12967,190,1229,12,3567,7264,422,147,2596,4,563,431867,34,857,19,9,20,214,2.79
19529,227,2780,24,8883,9107,1025,341,3709,11,960,409523,51,2284,25,14,46,383,4.44
29956,185,149015,64,15947,7787,4040,310,1261,10,1584,217920,130,2788,53,27,92,263,21.62
70761,475,8512,51,27278,28308,7236,674,5045,14,585,322580,107,4334,69,41,55,393,5.98
45727,355,1987,79,23571,13988,3256,558,5119,16,615,354973,86,4778,77,26,44,442,7.59
67744,1848,46384,22,27907,37025,8865,651,8086,10,471,277846,112,3315,66,23,58,160,8.99
43610,285,2273,73,21263,10410,2714,689,5045,16,454,365350,61,5521,68,32,47,399,6.55
83886,1125,9320,83,29516,32666,10674,542,16914,15,1632,289578,294,4310,75,22,92,266,7.11
39747,292,3495,77,17556,11821,2774,542,5638,15,598,377504,61,4808,57,37,43,563,4.85
78647,860,6868,56,42456,23294,8563,1185,14318,20,1170,271816,199,6571,117,35,85,239,11.93
57477,353,99701,51,29096,16188,8322,666,4229,12,694,235449,205,3105,89,28,79,168,15.55
56947,417,35835,55,27977,24747,12423,511,4748,13,624,296169,102,3465,71,26,54,229,10.04
61181,295,293,55,25739,14768,2111,85,3487,18,236,346886,185,5282,109,31,69,360,6.67
99340,427,6361,113,50359,16902,8865,1255,4154,29,956,236945,80,6199,159,47,131,285,16.6
44034,266,166239,47,21822,10559,6875,356,2596,10,480,176645,593,2602,69,20,51,147,23.77
41176,507,7040,16,11960,17931,1749,434,13205,7,772,361143,143,1673,26,16,32,329,7.32
51867,319,1994,69,34272,15275,3920,875,1410,16,716,351841,77,5078,88,54,72,435,5.65
35513,407,5732,54,13289,15831,2593,441,5119,10,598,374465,97,3561,41,30,31,665,6.38
52766,427,4395,99,33433,17873,5367,1464,5712,20,847,326319,97,4790,107,39,99,463,9.52
20112,281,1437,28,12380,9281,1025,713,2671,7,450,412421,36,1745,24,14,40,240,3.77
23287,268,2709,26,9792,10867,1508,596,3709,8,1130,408074,52,2074,34,13,39,335,3.63
70761,459,7783,74,33433,16586,7116,604,8457,14,899,301124,98,4298,88,32,104,237,10.74
39112,458,5589,15,12940,18653,1508,449,10683,9,851,351467,118,2104,33,13,65,238,10.02
50967,420,3245,91,23921,12942,3679,922,7270,20,694,341090,103,5713,80,35,52,466,8.83
52555,358,2316,73,22662,15632,2895,465,4896,12,777,348523,58,4754,83,31,51,380,7.64
13602,182,1065,5,2588,6907,482,85,2003,1,257,427286,27,606,9,7,18,79,4.05
41758,511,10470,25,17066,17599,4462,449,10979,10,860,341464,122,2620,46,20,44,215,9.88
60017,613,5982,92,27068,21210,7297,643,10312,15,620,333471,118,4430,81,28,63,432,6.18
54248,411,16638,57,30006,11996,8443,434,16469,8,1301,235262,245,3351,82,17,45,172,26.6
43875,279,5031,861,20214,12668,6030,658,11499,8,305,359835,73,2806,65,20,49,155,6.08
24346,320,2151,26,7974,13299,1508,364,4154,12,393,413870,58,2392,31,16,25,410,2.3
18735,216,3123,33,9093,8476,1025,240,2300,6,803,401717,42,1996,40,11,37,338,6.61
68961,492,15530,60,33293,17209,10312,898,15579,14,1571,298273,167,4257,83,31,119,211,8.8
45569,246,158378,52,22871,11954,7960,418,2522,10,506,182628,541,2794,81,20,57,134,22.76
68220,592,17367,57,42735,22206,10493,798,17582,13,1628,287802,163,6427,97,30,119,229,8.35
48215,267,22163,92,25529,12344,7779,1015,9051,10,1397,318232,130,2764,89,29,82,188,10.78
36201,249,124501,53,17346,11332,6995,387,6380,11,899,230073,788,3087,50,24,49,253,19.35
67691,498,10299,70,35671,23261,10372,550,10683,15,1449,283175,116,3843,79,40,125,216,12.8
75259,465,38580,49,28117,19757,11277,674,15505,10,812,278640,167,2668,76,27,62,145,9.39
66156,367,19912,83,39448,14312,7176,953,14169,13,637,312156,124,5282,107,31,72,233,6.03
57106,495,10713,51,17136,23045,5005,379,17137,9,746,339875,165,2500,48,17,46,156,5.78
48109,442,5911,14,24970,23917,2050,325,13799,9,620,329498,116,1469,61,17,32,124,10.33
45463,258,110779,60,23921,10286,6151,821,2596,14,960,220117,170,3375,62,29,59,289,21.52
50067,486,10363,29,16996,25427,3498,565,9793,10,637,354880,128,2422,34,28,45,406,4.88
38688,362,6375,70,16367,15632,3437,496,5119,13,681,361611,74,3603,49,29,35,512,7.88
68591,677,22334,68,42945,17724,13267,581,26113,15,1458,286821,259,5605,111,24,49,326,6.9
56048,305,2501,69,32873,14851,3256,937,2671,15,842,336650,38,4808,86,35,55,324,8.3
49750,424,4138,60,19164,21194,3498,620,7938,16,663,352028,76,4418,58,31,53,486,6.49
40223,312,164238,73,21403,11373,6030,418,2596,11,803,179871,424,2512,71,23,70,125,24.13
64092,477,52538,116,31265,16130,11337,906,11054,13,794,266580,216,3525,94,28,83,190,12.43
26621,343,4688,21,9792,12734,2111,256,4896,8,759,386759,69,3165,45,13,27,304,6.72
5345,101,1294,10,1958,2656,181,46,668,2,236,429436,40,492,8,6,7,150,6
45674,388,3988,49,18675,22530,4824,333,3932,12,498,360442,66,3016,50,20,40,312,6.12
42816,403,6854,34,16996,20596,4101,418,6083,10,519,368763,92,2662,44,22,41,318,4.79
47580,376,3988,60,20004,14984,4161,705,8309,14,563,359320,85,4340,56,29,51,327,5.92
63828,546,14716,63,22032,15648,7357,426,21069,9,515,321692,210,3351,62,16,35,260,6.95
21699,321,4517,36,21752,8932,1809,604,2967,9,794,388863,54,2242,27,18,22,423,6.37
32972,359,1973,44,9652,15823,1085,132,3264,27,428,392415,63,5497,44,34,25,586,4.38
79070,437,18346,112,46652,22123,19357,821,14244,15,1091,279809,162,4982,149,34,93,207,6.61
76847,413,7640,14,20214,36767,4462,356,15802,13,567,328984,77,2524,29,35,48,189,2.98
65310,233,33591,359,45813,12452,15438,1022,6899,13,663,261392,83,4850,137,31,82,161,13.98
69702,663,12600,55,29306,21326,8804,589,16914,17,1130,272844,157,4071,85,35,80,258,14.77
45674,198,88909,339,31405,10261,17307,651,6825,11,480,249986,177,2992,85,21,59,151,14.91
76371,680,9648,75,43994,27254,11458,1224,12463,21,1951,266207,186,4442,136,39,125,206,12.44
31173,276,3195,66,17556,11572,2352,217,3413,12,345,387834,58,3375,58,24,46,413,5.04
46045,418,6854,75,20983,17201,4523,627,5267,15,607,344456,89,4346,60,35,46,552,8.88
28738,184,143726,23,12310,11041,29669,217,445,8,480,150095,1490,1529,35,13,30,91,24.64
16777,218,4381,19,5735,7380,844,248,3338,6,799,395173,48,989,22,11,40,164,8.88
42023,406,4717,36,15318,21194,3799,534,6603,10,655,372315,85,2764,45,20,39,281,4.57
15772,217,3209,16,8603,8152,663,155,3116,3,820,398772,45,875,17,11,17,168,8.02
82404,505,7640,90,39938,17856,9407,705,5786,15,794,275275,102,4562,105,34,100,193,12.95
68326,850,22992,75,26788,19450,11458,643,22033,9,1842,292897,431,3081,87,21,48,138,8.75
63457,540,12514,53,21473,16586,5669,333,20179,8,790,324730,192,3046,57,14,35,242,7.08
70973,585,3216,66,32594,20671,7598,713,10312,15,1200,284016,96,4137,90,24,95,190,14.26
40805,506,11950,9,4267,31637,8020,155,7270,3,327,372175,120,713,6,8,17,57,3.88
